Nº,Date,Time,League,Season,Home,Away,Round,HT_Goals_H,HT_Goals_A,FT_Goals_H,FT_Goals_A,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over8,FT_Odd_Under8,FT_Odd_Over8_Open,FT_Odd_Under8_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4,HT_Ball_Possession_H,HT_Ball_Possession_A,HT_Goal_Attempts_H,HT_Goal_Attempts_A,HT_Attacks_H,HT_Attacks_A,HT_Dangerous_Attacks_H,HT_Dangerous_Attacks_A,HT_Shots_on_Goal_H,HT_Shots_on_Goal_A,HT_Shots_off_Goal_H,HT_Shots_off_Goal_A,HT_Blocked_Shots_H,HT_Blocked_Shots_A,HT_Total_Passes_H,HT_Total_Passes_A,HT_Completed_Passes_H,HT_Completed_Passes_A,HT_Free_Kicks_A,HT_Free_Kicks_H,HT_Goal_Kicks_H,HT_Goal_Kicks_A,HT_Corner_Kicks_H,HT_Corner_Kicks_A,HT_Offsides_H,HT_Offsides_A,HT_Goalkeeper_Saves_H,HT_Goalkeeper_Saves_A,HT_Fouls_H,HT_Fouls_A,HT_Yellow_Cards_H,HT_Yellow_Cards_A,HT_Red_Cards_H,HT_Red_Cards_A,HT_Tackles_H,HT_Tackles_A,HT_Throwin_A,HT_Throwin_H,FT_Ball_Possession_H,FT_Ball_Possession_A,FT_Goal_Attempts_H,FT_Goal_Attempts_A,FT_Attacks_H,FT_Attacks_A,FT_Dangerous_Attacks_H,FT_Dangerous_Attacks_A,FT_Shots_on_Goal_H,FT_Shots_on_Goal_A,FT_Shots_off_Goal_H,FT_Shots_off_Goal_A,FT_Blocked_Shots_H,FT_Blocked_Shots_A,FT_Total_Passes_H,FT_Total_Passes_A,FT_Completed_Passes_H,FT_Completed_Passes_A,FT_Pass_Success_%_H,FT_Pass_Success_%_A,FT_Free_Kicks_A,FT_Free_Kicks_H,FT_Goal_Kicks_H,FT_Goal_Kicks_A,FT_Corner_Kicks_H,FT_Corner_Kicks_A,FT_Offsides_H,FT_Offsides_A,FT_Goalkeeper_Saves_H,FT_Goalkeeper_Saves_A,FT_Fouls_H,FT_Fouls_A,FT_Yellow_Cards_H,FT_Yellow_Cards_A,FT_Red_Cards_A,FT_Red_Cards_H,FT_Tackles_H,FT_Tackles_A,FT_Throwin_A,FT_Throwin_H
144,2014-06-17,19:00,WORLD - WORLD CUP,2014,Russia,South Korea,-,0,0,1,1,2.5,2.1,4.75,2.5,2.1,4.5,1.44,2.63,1.53,2.38,0.0,0.0,0,0,3.25,1.33,3.50,1.29,0.0,0.0,0,0,10.0,1.06,11.00,1.05,1.85,3.6,4.75,1.91,3.5,4.0,1.2,1.29,1.95,1.25,1.3,1.91,1.91,1.8,2.2,1.62,1.07,9.0,1.08,8.00,0.0,0.0,0,0,1.36,3.0,1.44,2.63,0.0,0.0,0,0,2.15,1.67,2.05,1.75,0.0,0.0,0,0,3.75,1.25,4.50,1.18,0.0,0.0,0,0,8.0,1.08,11.00,1.05,0.0,0.0,0,0,19.0,1.02,23.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.32,3.2,1.55,2.38,1.25,3.8,2.02,1.77,1.13,6.1,2.85,1.4,1.07,8.75,4.1,1.23,0.0,0.0,6.6,1.11,0.0,0.0,11.0,1.05,0.0,0.0,9.0,11.0,21.0,51.0,6.0,6.5,15.0,41.0,7.5,8.5,17.0,41.0,15.0,15.0,29.0,67.0,151.0,101.0,126.0,251.0,34.0,34.0,51.0,126.0,501.0,45,55,4,3,0,0,0,0,2,0,2,3,0,0,0,0,0.0,0.0,5,5,0.0,0.0,2,2,0,0,0,2,5,5,0,2,0.0,0.0,0,0,10,16,48,52,16,10,0,0,0,0,10,6,6,4,0,0,0,0,0.0,0.0,0.0,0.0,15,7,0.0,0.0,4,4,0,0,5,9,15,7,1,3,0,0,0,0,22,28
145,2014-06-18,13:00,WORLD - WORLD CUP,2014,Australia,Netherlands,-,1,1,2,3,9.0,2.88,1.62,10.0,2.63,1.67,1.29,3.5,1.30,3.40,0.0,0.0,0,0,2.25,1.57,2.50,1.50,0.0,0.0,0,0,5.5,1.14,6.00,1.13,13.0,7.0,1.25,11.0,5.0,1.29,4.0,1.11,1.05,3.75,1.18,1.06,2.1,1.67,2.1,1.67,1.02,19.0,1.03,15.00,0.0,0.0,0,0,1.2,4.33,1.2,4.33,0.0,0.0,0,0,1.62,2.25,1.65,2.20,0.0,0.0,0,0,2.5,1.5,2.63,1.44,0.0,0.0,0,0,4.33,1.2,4.50,1.18,0.0,0.0,0,0,9.0,1.07,10.00,1.06,0.0,0.0,0,0,19.0,1.02,19.0,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,7.2,1.1,7.2,1.1,6.0,1.12,0.0,0.0,3.8,1.25,0.0,0.0,2.35,1.57,0.0,0.0,1.83,2.1,0.0,0.0,1.48,2.6,0.0,0.0,1.27,3.55,19.0,6.0,6.5,7.5,26.0,13.0,7.5,12.0,51.0,34.0,29.0,23.0,201.0,81.0,81.0,81.0,12.0,19.0,41.0,101.0,501.0,451.0,351.0,451.0,501.0,51,49,5,4,0,0,0,0,4,3,1,1,0,0,0,0,0.0,0.0,12,11,0.0,0.0,2,1,1,1,2,3,11,10,1,0,0.0,0.0,0,0,7,12,48,52,10,15,0,0,0,0,8,14,2,1,0,0,0,0,0.0,0.0,0.0,0.0,19,26,0.0,0.0,3,2,1,1,11,6,18,25,1,1,0,0,0,0,23,25
146,2014-06-18,16:00,WORLD - WORLD CUP,2014,Spain,Chile,-,0,2,0,2,2.05,2.5,5.5,2.25,2.25,5.5,1.3,3.4,1.36,3.00,0.0,0.0,0,0,2.38,1.53,2.75,1.40,0.0,0.0,0,0,6.0,1.13,8.00,1.08,1.6,4.5,5.5,1.73,3.3,5.5,1.17,1.2,2.38,1.17,1.35,2.15,1.67,2.1,1.8,1.91,1.03,15.0,1.06,10.00,0.0,0.0,0,0,1.18,4.5,1.25,3.75,0.0,0.0,0,0,1.65,2.2,1.90,1.90,0.0,0.0,0,0,2.5,1.5,3.25,1.33,0.0,0.0,0,0,4.5,1.18,6.00,1.13,0.0,0.0,0,0,10.0,1.06,13.00,1.04,0.0,0.0,0,0,19.0,1.02,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.25,3.8,1.4,2.85,1.21,4.25,1.73,2.08,1.12,6.4,2.25,1.63,0.0,0.0,3.0,1.38,0.0,0.0,4.4,1.2,0.0,0.0,6.25,1.13,0.0,0.0,15.0,17.0,29.0,51.0,8.5,8.0,15.0,34.0,8.5,8.0,15.0,34.0,13.0,13.0,21.0,41.0,151.0,81.0,81.0,101.0,23.0,21.0,34.0,67.0,201.0,53,47,3,4,0,0,0,0,1,3,2,1,0,0,0,0,0.0,0.0,10,10,0.0,0.0,0,1,1,2,1,1,9,9,1,1,0.0,0.0,0,0,14,20,56,44,15,7,0,0,0,0,9,4,6,3,0,0,0,0,0.0,0.0,0.0,0.0,15,17,0.0,0.0,7,1,1,2,2,9,14,15,1,2,0,0,0,0,27,39
147,2014-06-18,19:00,WORLD - WORLD CUP,2014,Cameroon,Croatia,-,0,1,0,4,5.5,2.25,2.2,4.75,2.1,2.6,1.36,3.0,1.44,2.63,0.0,0.0,0,0,2.75,1.4,3.25,1.33,0.0,0.0,0,0,8.0,1.08,9.00,1.07,5.75,4.0,1.67,4.2,3.3,1.91,2.25,1.25,1.17,1.91,1.35,1.25,1.83,1.83,1.83,1.83,1.05,11.0,1.07,9.00,0.0,0.0,0,0,1.29,3.5,1.33,3.25,0.0,0.0,0,0,1.95,1.85,2.10,1.70,0.0,0.0,0,0,3.25,1.33,3.75,1.25,0.0,0.0,0,0,6.5,1.11,8.00,1.08,0.0,0.0,0,0,15.0,1.03,17.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.7,1.26,4.25,1.21,2.67,1.45,6.6,1.11,2.05,1.88,0.0,0.0,1.52,2.42,0.0,0.0,1.3,3.35,0.0,0.0,1.16,5.25,0.0,0.0,1.1,7.2,11.0,6.5,7.5,12.0,13.0,7.0,8.0,13.0,26.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,23.0,26.0,41.0,101.0,201.0,126.0,126.0,201.0,401.0,52,48,7,7,0,0,0,0,3,4,4,3,0,0,0,0,0.0,0.0,9,3,0.0,0.0,2,3,0,2,3,3,9,3,0,0,1.0,0.0,0,0,13,11,49,51,18,21,0,0,0,0,7,14,11,7,0,0,0,0,0.0,0.0,0.0,0.0,11,13,0.0,0.0,4,7,0,4,10,7,11,9,0,1,0,1,0,0,21,19
148,2014-06-19,13:00,WORLD - WORLD CUP,2014,Colombia,Ivory Coast,-,0,0,2,1,2.63,2.2,4.33,2.6,2.05,4.75,1.4,2.75,1.44,2.63,0.0,0.0,0,0,3.0,1.36,3.40,1.30,0.0,0.0,0,0,8.0,1.08,10.00,1.06,2.05,3.6,3.8,1.91,3.4,4.0,1.29,1.29,1.8,1.25,1.33,1.91,1.8,1.91,2.0,1.73,1.06,10.0,1.07,9.00,0.0,0.0,0,0,1.3,3.4,1.36,3.00,0.0,0.0,0,0,1.95,1.85,2.20,1.65,0.0,0.0,0,0,3.4,1.3,4.00,1.22,0.0,0.0,0,0,7.0,1.1,9.00,1.07,0.0,0.0,0,0,15.0,1.03,19.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.43,2.75,1.68,2.15,1.32,3.2,2.25,1.63,1.18,4.65,3.1,1.35,1.1,7.2,4.5,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,8.5,15.0,41.0,17.0,17.0,26.0,51.0,101.0,67.0,81.0,151.0,41.0,34.0,51.0,101.0,301.0,45,55,4,6,0,0,0,0,1,5,3,1,0,0,0,0,0.0,0.0,7,7,0.0,0.0,3,2,2,1,5,1,5,6,0,0,0.0,0.0,0,0,7,15,45,55,11,15,0,0,0,0,8,12,3,3,0,0,0,0,0.0,0.0,0.0,0.0,14,16,0.0,0.0,5,5,3,2,11,6,11,14,0,2,0,0,0,0,22,21
149,2014-06-19,16:00,WORLD - WORLD CUP,2014,Uruguay,England,-,1,0,2,1,4.0,2.3,2.5,3.1,2.1,3.6,1.33,3.25,1.44,2.63,0.0,0.0,0,0,2.5,1.5,3.25,1.33,0.0,0.0,0,0,6.5,1.11,9.00,1.07,3.9,3.9,1.95,2.38,3.25,3.0,1.85,1.29,1.29,1.4,1.36,1.6,1.62,2.2,1.8,1.91,1.04,13.0,1.06,10.00,0.0,0.0,0,0,1.22,4.0,1.33,3.25,0.0,0.0,0,0,1.7,2.1,2.05,1.75,0.0,0.0,0,0,2.63,1.44,3.50,1.29,0.0,0.0,0,0,5.0,1.17,8.00,1.08,0.0,0.0,0,0,11.0,1.05,17.00,1.02,0.0,0.0,0,0,21.0,1.02,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,2.75,1.43,3.1,1.35,2.2,1.65,4.5,1.19,1.68,2.15,7.2,1.1,1.38,3.0,7.2,1.1,1.23,4.1,0.0,0.0,1.12,6.4,0.0,0.0,0.0,0.0,13.0,8.5,10.0,17.0,13.0,7.0,8.5,15.0,21.0,12.0,13.0,21.0,41.0,29.0,34.0,41.0,34.0,29.0,41.0,67.0,81.0,51.0,67.0,101.0,201.0,40,60,5,5,0,0,0,0,3,2,2,3,0,0,0,0,0.0,0.0,13,6,0.0,0.0,3,5,3,1,2,2,10,5,1,0,0.0,0.0,0,0,19,13,38,62,10,13,0,0,0,0,6,8,4,5,0,0,0,0,0.0,0.0,0.0,0.0,20,13,0.0,0.0,7,6,3,1,7,4,17,12,1,1,0,0,0,0,36,25
150,2014-06-19,19:00,WORLD - WORLD CUP,2014,Japan,Greece,-,0,0,0,0,3.1,2.1,3.4,3.4,1.95,3.75,1.44,2.63,1.53,2.38,0.0,0.0,0,0,3.25,1.33,3.75,1.25,0.0,0.0,0,0,9.0,1.07,11.00,1.05,2.5,3.4,3.0,2.5,3.3,2.75,1.4,1.33,1.55,1.45,1.35,1.55,1.83,1.83,2.1,1.67,1.07,9.0,1.10,7.00,0.0,0.0,0,0,1.33,3.25,1.50,2.50,0.0,0.0,0,0,2.05,1.75,2.50,1.50,0.0,0.0,0,0,3.75,1.25,5.00,1.17,0.0,0.0,0,0,8.0,1.08,11.00,1.05,0.0,0.0,0,0,19.0,1.02,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.73,2.08,2.15,1.8,1.52,2.42,2.85,1.4,1.27,3.55,4.4,1.2,1.14,5.75,6.6,1.11,0.0,0.0,11.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,17.0,34.0,8.0,6.0,11.0,26.0,15.0,9.0,13.0,34.0,21.0,19.0,26.0,41.0,67.0,51.0,67.0,126.0,41.0,41.0,51.0,101.0,251.0,70,30,7,4,0,0,0,0,5,3,2,1,0,0,0,0,0.0,0.0,11,13,0.0,0.0,1,2,1,2,3,5,10,11,1,2,0.0,1.0,0,0,4,11,68,32,16,9,0,0,0,0,11,5,5,4,0,0,0,0,0.0,0.0,0.0,0.0,24,21,0.0,0.0,5,7,1,3,5,11,23,18,1,4,1,0,0,0,9,18
151,2014-06-20,13:00,WORLD - WORLD CUP,2014,Italy,Costa Rica,-,0,1,0,1,2.05,2.25,6.5,1.73,2.4,10.0,1.4,2.75,1.36,3.00,0.0,0.0,0,0,3.0,1.36,2.75,1.40,0.0,0.0,0,0,8.0,1.08,7.00,1.10,1.62,4.0,6.5,1.33,5.0,9.0,1.13,1.25,2.3,1.07,1.18,3.4,2.1,1.67,2.38,1.53,1.06,10.0,1.05,11.00,0.0,0.0,0,0,1.36,3.0,1.29,3.50,0.0,0.0,0,0,2.1,1.7,1.90,1.90,0.0,0.0,0,0,3.75,1.25,3.25,1.33,0.0,0.0,0,0,8.0,1.08,6.50,1.11,0.0,0.0,0,0,19.0,1.02,15.00,1.03,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.21,4.25,1.4,2.85,1.17,5.0,1.73,2.08,1.1,7.2,2.35,1.57,0.0,0.0,3.2,1.32,0.0,0.0,5.0,1.17,0.0,0.0,7.2,1.1,0.0,0.0,10.0,12.0,29.0,67.0,5.5,7.0,19.0,51.0,6.5,8.5,21.0,51.0,11.0,15.0,34.0,81.0,251.0,151.0,201.0,301.0,23.0,29.0,51.0,151.0,501.0,53,47,5,6,0,0,0,0,3,4,2,2,0,0,0,0,0.0,0.0,10,10,0.0,0.0,1,4,5,0,3,3,4,10,0,0,0.0,0.0,0,0,11,4,58,42,10,10,0,0,0,0,6,6,4,4,0,0,0,0,0.0,0.0,0.0,0.0,21,27,0.0,0.0,4,5,11,3,5,6,10,24,1,1,0,0,0,0,18,9
152,2014-06-20,16:00,WORLD - WORLD CUP,2014,Switzerland,France,-,0,3,2,5,5.0,2.05,2.5,4.0,2.1,2.88,1.5,2.5,1.44,2.63,0.0,0.0,0,0,3.4,1.3,3.25,1.33,0.0,0.0,0,0,10.0,1.06,9.00,1.07,4.5,3.6,1.91,3.5,3.3,2.1,1.91,1.29,1.2,1.75,1.35,1.3,2.1,1.67,1.83,1.83,1.08,8.0,1.07,9.00,0.0,0.0,0,0,1.4,2.75,1.33,3.25,0.0,0.0,0,0,2.3,1.6,2.10,1.70,0.0,0.0,0,0,4.33,1.2,3.75,1.25,0.0,0.0,0,0,10.0,1.06,8.00,1.08,0.0,0.0,0,0,21.0,1.02,19.00,1.02,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.1,1.35,3.55,1.27,2.35,1.57,5.75,1.14,1.73,2.08,0.0,0.0,1.38,3.0,0.0,0.0,1.21,4.25,0.0,0.0,1.1,7.2,0.0,0.0,0.0,0.0,8.0,5.5,7.5,15.0,9.5,6.5,9.0,17.0,21.0,15.0,19.0,34.0,51.0,41.0,51.0,81.0,34.0,41.0,67.0,151.0,151.0,126.0,151.0,301.0,451.0,51,49,4,12,0,0,0,0,3,8,1,4,0,0,0,0,0.0,0.0,6,8,0.0,0.0,1,1,1,1,5,3,6,7,0,0,0.0,0.0,0,0,12,7,56,44,17,22,0,0,0,0,8,16,9,6,0,0,0,0,0.0,0.0,0.0,0.0,13,18,0.0,0.0,5,3,1,2,11,6,12,16,0,1,0,0,0,0,19,16
153,2014-06-20,19:00,WORLD - WORLD CUP,2014,Honduras,Ecuador,-,1,1,1,2,6.0,2.3,2.1,5.0,2.25,2.3,1.36,3.0,1.36,3.0,0.0,0.0,0,0,2.75,1.4,2.75,1.4,0.0,0.0,0,0,7.0,1.1,8.00,1.08,6.0,4.25,1.6,4.75,3.6,1.73,2.38,1.25,1.14,2.15,1.29,1.2,1.8,1.91,1.8,1.91,1.04,13.0,1.05,11.00,0.0,0.0,0,0,1.22,4.0,1.29,3.50,0.0,0.0,0,0,1.75,2.05,1.90,1.90,0.0,0.0,0,0,2.75,1.4,3.25,1.33,0.0,0.0,0,0,5.5,1.14,6.50,1.11,0.0,0.0,0,0,11.0,1.05,13.00,1.04,0.0,0.0,0,0,23.0,1.01,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,4.25,1.21,5.0,1.17,3.0,1.38,7.2,1.1,2.15,1.68,0.0,0.0,1.65,2.2,0.0,0.0,1.38,3.0,0.0,0.0,1.21,4.25,0.0,0.0,1.12,6.25,13.0,7.5,7.5,11.0,15.0,7.5,8.0,12.0,29.0,17.0,17.0,23.0,67.0,41.0,41.0,51.0,21.0,23.0,41.0,81.0,201.0,126.0,126.0,151.0,301.0,40,60,7,5,0,0,0,0,4,3,3,2,0,0,0,0,0.0,0.0,7,6,0.0,0.0,2,5,0,0,2,3,8,6,2,0,0.0,0.0,0,0,15,12,49,51,16,8,0,0,0,0,9,5,7,3,0,0,0,0,0.0,0.0,0.0,0.0,16,18,0.0,0.0,4,12,1,1,3,8,15,17,2,3,0,0,0,0,22,17
154,2014-06-21,13:00,WORLD - WORLD CUP,2014,Argentina,Iran,-,0,0,1,0,1.53,2.75,15.0,1.5,2.88,15.0,1.29,3.5,1.25,3.75,0.0,0.0,0,0,2.38,1.53,2.25,1.57,0.0,0.0,0,0,5.5,1.14,5.5,1.14,1.14,9.0,23.0,1.17,7.0,15.0,1.01,1.07,6.0,1.04,1.11,5.5,2.63,1.44,2.38,1.53,1.02,19.0,1.02,17.00,0.0,0.0,0,0,1.22,4.0,1.17,5.00,0.0,0.0,0,0,1.62,2.25,1.55,2.38,0.0,0.0,0,0,2.63,1.44,2.38,1.53,0.0,0.0,0,0,4.33,1.2,4.00,1.22,0.0,0.0,0,0,10.0,1.06,8.00,1.08,0.0,0.0,0,0,19.0,1.02,17.00,1.02,0.0,0.0,0,0,26.0,1.01,26.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,1.1,7.2,0.0,0.0,1.16,5.25,0.0,0.0,1.43,2.75,0.0,0.0,1.77,2.02,0.0,0.0,2.25,1.63,0.0,0.0,2.85,1.4,0.0,0.0,19.0,26.0,67.0,351.0,5.5,17.0,41.0,126.0,5.5,8.5,41.0,101.0,6.5,13.0,34.0,151.0,201.0,401.0,501.0,501.0,9.5,19.0,51.0,151.0,201.0,75,25,11,3,0,0,0,0,5,0,6,3,0,0,0,0,0.0,0.0,7,7,0.0,0.0,3,2,0,0,0,5,6,7,0,0,0.0,0.0,0,0,7,16,70,30,19,8,0,0,0,0,9,4,10,4,0,0,0,0,0.0,0.0,0.0,0.0,8,15,0.0,0.0,10,6,0,1,4,8,8,14,0,2,0,0,0,0,17,26
155,2014-06-21,16:00,WORLD - WORLD CUP,2014,Germany,Ghana,-,0,0,2,2,1.73,2.63,7.5,1.73,2.6,9.0,1.29,3.5,1.30,3.40,0.0,0.0,0,0,2.38,1.53,2.50,1.50,0.0,0.0,0,0,5.5,1.14,6.00,1.13,1.36,5.5,9.5,1.33,5.0,9.0,1.07,1.17,3.25,1.07,1.18,3.4,1.83,1.83,1.91,1.8,1.02,17.0,1.03,15.00,0.0,0.0,0,0,1.18,4.5,1.20,4.33,0.0,0.0,0,0,1.57,2.35,1.65,2.20,0.0,0.0,0,0,2.5,1.5,2.63,1.44,0.0,0.0,0,0,4.33,1.2,4.50,1.18,0.0,0.0,0,0,9.0,1.07,10.00,1.06,0.0,0.0,0,0,19.0,1.02,21.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.1,6.9,1.21,4.25,1.1,7.2,1.4,2.85,0.0,0.0,1.77,2.02,0.0,0.0,2.3,1.6,0.0,0.0,3.1,1.35,0.0,0.0,4.25,1.21,0.0,0.0,17.0,23.0,41.0,101.0,7.0,10.0,23.0,51.0,7.0,7.5,21.0,51.0,9.0,11.0,21.0,51.0,451.0,201.0,151.0,201.0,15.0,19.0,41.0,81.0,351.0,56,44,5,8,0,0,0,0,3,3,2,5,0,0,0,0,0.0,0.0,5,9,0.0,0.0,2,1,1,3,3,3,4,6,0,0,0.0,0.0,0,0,14,9,59,41,11,20,0,0,0,0,6,10,5,10,0,0,0,0,0.0,0.0,0.0,0.0,12,22,0.0,0.0,7,3,1,5,8,4,11,17,0,1,0,0,0,0,24,16
156,2014-06-21,19:00,WORLD - WORLD CUP,2014,Nigeria,Bosnia & Herzegovina,-,1,0,1,0,4.75,2.25,2.38,3.5,2.2,3.0,1.4,2.75,1.4,2.75,0.0,0.0,0,0,3.0,1.36,2.75,1.40,0.0,0.0,0,0,8.0,1.08,8.0,1.08,4.5,3.6,1.91,3.0,3.25,2.38,1.91,1.29,1.2,1.6,1.36,1.4,1.67,2.1,1.67,2.1,1.05,11.0,1.05,11.0,0.0,0.0,0,0,1.22,4.0,1.29,3.50,0.0,0.0,0,0,1.8,2.0,1.90,1.90,0.0,0.0,0,0,2.75,1.4,3.25,1.33,0.0,0.0,0,0,5.5,1.14,6.50,1.11,0.0,0.0,0,0,11.0,1.05,13.00,1.04,0.0,0.0,0,0,23.0,1.01,26.00,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.1,1.35,3.55,1.27,2.35,1.57,5.5,1.15,1.75,2.05,7.2,1.1,1.43,2.75,0.0,0.0,1.24,3.9,0.0,0.0,1.12,6.1,0.0,0.0,0.0,0.0,11.0,8.0,9.0,15.0,13.0,6.5,8.5,13.0,23.0,15.0,13.0,23.0,51.0,34.0,41.0,41.0,29.0,29.0,41.0,81.0,101.0,81.0,81.0,126.0,201.0,45,55,10,9,0,0,0,0,6,4,4,5,0,0,0,0,0.0,0.0,5,4,0.0,0.0,2,2,2,2,4,5,3,2,0,1,0.0,0.0,0,0,6,7,46,54,20,18,0,0,0,0,13,10,7,8,0,0,0,0,0.0,0.0,0.0,0.0,12,9,0.0,0.0,4,4,3,2,10,12,9,7,1,1,0,0,0,0,18,13
