Nº,Date,Time,League,Season,Home,Away,Round,HT_Goals_H,HT_Goals_A,FT_Goals_H,FT_Goals_A,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over8,FT_Odd_Under8,FT_Odd_Over8_Open,FT_Odd_Under8_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4,HT_Ball_Possession_H,HT_Ball_Possession_A,HT_Goal_Attempts_H,HT_Goal_Attempts_A,HT_Attacks_H,HT_Attacks_A,HT_Dangerous_Attacks_H,HT_Dangerous_Attacks_A,HT_Shots_on_Goal_H,HT_Shots_on_Goal_A,HT_Shots_off_Goal_H,HT_Shots_off_Goal_A,HT_Blocked_Shots_H,HT_Blocked_Shots_A,HT_Total_Passes_H,HT_Total_Passes_A,HT_Completed_Passes_H,HT_Completed_Passes_A,HT_Free_Kicks_A,HT_Free_Kicks_H,HT_Goal_Kicks_H,HT_Goal_Kicks_A,HT_Corner_Kicks_H,HT_Corner_Kicks_A,HT_Offsides_H,HT_Offsides_A,HT_Goalkeeper_Saves_H,HT_Goalkeeper_Saves_A,HT_Fouls_H,HT_Fouls_A,HT_Yellow_Cards_H,HT_Yellow_Cards_A,HT_Red_Cards_H,HT_Red_Cards_A,HT_Tackles_H,HT_Tackles_A,HT_Throwin_A,HT_Throwin_H,FT_Ball_Possession_H,FT_Ball_Possession_A,FT_Goal_Attempts_H,FT_Goal_Attempts_A,FT_Attacks_H,FT_Attacks_A,FT_Dangerous_Attacks_H,FT_Dangerous_Attacks_A,FT_Shots_on_Goal_H,FT_Shots_on_Goal_A,FT_Shots_off_Goal_H,FT_Shots_off_Goal_A,FT_Blocked_Shots_H,FT_Blocked_Shots_A,FT_Total_Passes_H,FT_Total_Passes_A,FT_Completed_Passes_H,FT_Completed_Passes_A,FT_Pass_Success_%_H,FT_Pass_Success_%_A,FT_Free_Kicks_A,FT_Free_Kicks_H,FT_Goal_Kicks_H,FT_Goal_Kicks_A,FT_Corner_Kicks_H,FT_Corner_Kicks_A,FT_Offsides_H,FT_Offsides_A,FT_Goalkeeper_Saves_H,FT_Goalkeeper_Saves_A,FT_Fouls_H,FT_Fouls_A,FT_Yellow_Cards_H,FT_Yellow_Cards_A,FT_Red_Cards_A,FT_Red_Cards_H,FT_Tackles_H,FT_Tackles_A,FT_Throwin_A,FT_Throwin_H
2152,2015-11-17,09:00,ASIA - WORLD CUP,2018,Hong Kong,China,QUALIFICATION ,0,0,0,0,9.0,2.63,1.67,9.0,2.5,1.8,1.33,3.25,1.33,3.25,0.0,0.0,0,0,2.5,1.5,2.63,1.44,0.0,0.0,0,0,6.5,1.11,7.00,1.10,9.5,5.25,1.3,7.0,5.0,1.33,3.5,1.18,1.07,3.25,1.17,1.1,2.2,1.62,2.25,1.57,1.05,12.0,1.05,11.00,1.04,8.5,1.04,8.5,1.22,4.0,1.25,3.75,1.34,3.0,1.34,3.0,1.75,2.05,1.73,2.08,2.15,1.62,2.15,1.62,2.75,1.4,3.00,1.36,4.1,1.2,4.1,1.2,5.5,1.14,6.00,1.13,0.0,0.0,0,0,11.0,1.05,13.00,1.04,0.0,0.0,0,0,23.0,1.01,23.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.9,1.1,0.0,0.0,5.5,1.15,0.0,0.0,3.35,1.3,0.0,0.0,2.1,1.7,0.0,0.0,1.63,2.25,0.0,0.0,1.38,3.0,0.0,0.0,1.22,4.15,12.0,6.0,6.0,7.5,21.0,11.0,8.5,12.0,51.0,29.0,26.0,29.0,151.0,81.0,81.0,101.0,13.0,21.0,41.0,126.0,501.0,401.0,401.0,501.0,551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,2015-11-17,09:00,ASIA - WORLD CUP,2018,Laos,South Korea,QUALIFICATION ,0,4,0,5,51.0,10.0,1.06,51.0,7.0,1.1,1.04,13.0,1.05,11.00,0.0,0.0,0,0,1.25,3.75,1.29,3.50,0.0,0.0,0,0,1.83,1.83,2.00,1.73,34.0,21.0,1.01,34.0,21.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,3.75,1.25,2.63,1.44,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.02,10.0,1.06,7.50,0.0,0.0,0,0,1.13,6.0,1.14,5.50,1.16,5.2,1.40,2.70,1.33,3.25,1.36,3.00,1.48,2.47,1.93,1.77,1.67,2.1,1.73,2.00,2.1,1.65,3.10,1.32,2.25,1.57,2.38,1.53,3.0,1.37,3.35,1.30,3.4,1.3,3.75,1.25,0.0,0.0,0,0,5.5,1.14,6.00,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.1,34.0,41.0,19.0,11.0,501.0,67.0,51.0,34.0,501.0,501.0,126.0,126.0,0.0,0.0,501.0,251.0,7.5,23.0,101.0,301.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,2015-11-17,09:00,ASIA - WORLD CUP,2018,Singapore,Syria,QUALIFICATION ,0,1,1,2,6.0,2.3,2.1,5.5,2.3,2.2,1.36,3.0,1.36,3.0,0.0,0.0,0,0,2.75,1.4,2.75,1.4,0.0,0.0,0,0,7.0,1.1,8.00,1.08,7.0,3.75,1.53,4.75,3.8,1.62,2.6,1.29,1.11,2.2,1.25,1.18,1.83,1.83,2.0,1.73,1.06,10.0,1.06,10.0,1.06,7.4,1.04,8.10,1.25,3.75,1.29,3.50,1.44,2.6,1.38,2.80,1.9,1.9,1.75,2.05,2.45,1.49,2.25,1.57,3.25,1.33,3.25,1.33,4.8,1.14,4.30,1.18,6.0,1.13,6.50,1.11,0.0,0.0,0,0,13.0,1.04,15.00,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,4.5,1.19,5.5,1.15,3.0,1.38,0.0,0.0,2.1,1.7,0.0,0.0,1.63,2.25,0.0,0.0,1.35,3.1,0.0,0.0,1.19,4.5,0.0,0.0,1.11,6.6,10.0,6.5,7.0,11.0,17.0,7.0,8.0,13.0,34.0,21.0,17.0,26.0,67.0,51.0,51.0,51.0,21.0,23.0,41.0,101.0,251.0,151.0,151.0,251.0,401.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,2015-11-17,09:45,ASIA - WORLD CUP,2018,Malaysia,United Arab Emirates,QUALIFICATION ,0,1,1,2,26.0,5.0,1.17,26.0,6.0,1.13,1.11,6.5,1.13,6.00,0.0,0.0,0,0,1.57,2.25,1.62,2.20,0.0,0.0,0,0,2.75,1.4,2.75,1.4,34.0,19.0,1.02,34.0,19.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,4.33,1.2,3.4,1.3,1.02,21.0,1.02,21.0,0.0,0.0,0,0,1.04,13.0,1.03,15.00,0.0,0.0,0,0,1.16,5.0,1.15,5.10,1.18,4.65,1.21,4.25,1.44,2.63,1.40,2.75,1.74,1.98,1.31,3.10,2.0,1.73,1.83,1.83,2.65,1.42,1.58,2.23,3.25,1.33,2.75,1.40,3.9,1.24,2.20,1.60,5.5,1.14,4.50,1.18,0.0,0.0,0,0,10.0,1.06,9.00,1.07,0.0,0.0,0,0,19.0,1.02,15.00,1.03,26.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1.1,0.0,0.0,4.5,1.19,0.0,0.0,3.2,1.32,21.0,15.0,7.5,5.5,151.0,41.0,29.0,21.0,501.0,301.0,126.0,101.0,0.0,251.0,501.0,501.0,5.5,21.0,81.0,501.0,0.0,0.0,0.0,301.0,301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,2015-11-17,10:00,ASIA - WORLD CUP,2018,Turkmenistan,Oman,QUALIFICATION ,1,0,2,1,5.5,2.1,2.3,8.0,2.5,1.83,1.44,2.63,1.40,2.75,0.0,0.0,0,0,3.25,1.33,3.00,1.36,0.0,0.0,0,0,9.0,1.07,9.0,1.07,5.25,3.75,1.65,7.0,4.5,1.36,2.3,1.29,1.18,3.0,1.18,1.1,2.0,1.73,2.0,1.73,1.07,9.0,1.07,9.50,1.06,7.4,1.06,7.4,1.36,3.0,1.33,3.25,1.44,2.6,1.44,2.6,2.1,1.7,1.75,2.05,2.45,1.49,2.45,1.49,3.75,1.25,3.75,1.25,4.8,1.14,4.8,1.14,8.0,1.08,8.0,1.08,0.0,0.0,0,0,19.0,1.02,17.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.55,1.27,4.0,1.23,2.6,1.48,6.25,1.12,1.93,1.93,0.0,0.0,1.48,2.6,0.0,0.0,1.26,3.7,0.0,0.0,1.13,6.0,0.0,0.0,1.1,6.9,9.0,6.0,7.0,13.0,11.0,7.0,8.5,15.0,23.0,15.0,19.0,34.0,51.0,41.0,51.0,67.0,29.0,34.0,51.0,151.0,201.0,126.0,151.0,251.0,451.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,2015-11-17,10:30,AFRICA - WORLD CUP,2018,Rwanda,Libya,QUALIFICATION ,1,1,1,3,3.4,1.83,4.33,2.88,1.91,4.75,1.73,2.0,1.62,2.20,0.0,0.0,0,0,5.0,1.17,4.00,1.22,0.0,0.0,0,0,17.0,1.02,13.00,1.04,2.4,3.0,3.2,2.0,3.25,3.5,1.36,1.4,1.57,1.29,1.33,1.73,2.63,1.44,2.38,1.53,1.17,5.0,1.11,6.50,1.26,3.7,1.17,5.10,1.73,2.0,1.57,2.25,2.42,1.52,1.93,1.87,3.5,1.3,2.67,1.45,6.4,1.11,4.20,1.23,8.0,1.08,6.00,1.13,0.0,0.0,0,0,19.0,1.02,15.00,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.73,2.08,2.08,1.73,1.5,2.5,3.1,1.35,1.24,3.9,5.5,1.15,0.0,0.0,6.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,13.0,41.0,5.0,6.5,13.0,41.0,10.0,12.0,26.0,51.0,26.0,29.0,51.0,151.0,101.0,101.0,201.0,351.0,67.0,81.0,151.0,351.0,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,2015-11-17,11:00,AFRICA - WORLD CUP,2018,Cameroon,Niger,QUALIFICATION ,0,0,0,0,1.57,2.5,19.0,1.62,2.4,21.0,1.4,2.75,1.36,3.00,0.0,0.0,0,0,2.75,1.4,2.75,1.4,0.0,0.0,0,0,8.0,1.08,7.00,1.10,1.18,6.0,21.0,1.2,6.0,11.0,1.02,1.14,5.0,1.05,1.13,4.33,3.5,1.29,3.5,1.29,1.07,9.0,1.06,10.00,1.09,7.3,1.11,6.50,1.3,3.4,1.33,3.25,1.55,2.44,1.66,2.23,2.0,1.8,2.10,1.70,2.9,1.41,3.30,1.34,3.5,1.29,3.5,1.29,6.2,1.12,7.10,1.10,7.0,1.1,7.0,1.1,0.0,0.0,0,0,15.0,1.03,15.0,1.03,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.02,17.0,1.1,6.9,0.0,0.0,1.21,4.25,0.0,0.0,1.48,2.6,0.0,0.0,1.88,1.93,0.0,0.0,2.5,1.5,0.0,0.0,3.35,1.3,0.0,0.0,9.0,29.0,101.0,351.0,5.0,13.0,51.0,301.0,4.33,12.0,51.0,251.0,5.5,15.0,51.0,351.0,251.0,251.0,251.0,251.0,9.5,26.0,81.0,351.0,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,2015-11-17,11:00,ASIA - WORLD CUP,2018,Kyrgyzstan,Jordan,QUALIFICATION ,0,0,1,0,5.5,2.0,2.6,5.5,2.3,2.1,1.53,2.38,1.50,2.50,0.0,0.0,0,0,3.75,1.25,3.40,1.30,0.0,0.0,0,0,11.0,1.05,10.00,1.06,4.75,3.4,1.8,5.0,3.6,1.62,2.05,1.33,1.2,2.25,1.29,1.14,2.25,1.57,2.2,1.62,1.1,7.0,1.08,8.00,1.1,5.8,1.06,7.10,1.5,2.5,1.40,2.75,1.67,2.07,1.47,2.50,2.5,1.5,1.80,2.00,3.2,1.31,2.55,1.45,5.0,1.17,4.33,1.20,6.5,1.08,5.00,1.13,11.0,1.05,10.00,1.06,0.0,0.0,0,0,23.0,1.01,21.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,3.1,1.35,3.7,1.26,2.35,1.57,6.0,1.13,1.77,2.1,0.0,0.0,1.35,3.1,0.0,0.0,1.19,4.5,0.0,0.0,1.11,6.6,0.0,0.0,0.0,0.0,7.0,5.0,7.0,13.0,9.5,6.5,9.0,17.0,23.0,17.0,21.0,41.0,51.0,41.0,51.0,81.0,34.0,41.0,67.0,201.0,201.0,151.0,201.0,401.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,2015-11-17,12:00,AFRICA - WORLD CUP,2018,Congo,Ethiopia,QUALIFICATION ,0,1,2,1,1.91,2.3,7.5,2.4,2.05,5.5,1.4,2.75,1.44,2.63,0.0,0.0,0,0,2.75,1.4,3.25,1.33,0.0,0.0,0,0,8.0,1.08,9.00,1.07,1.4,4.33,8.5,1.73,3.3,4.75,1.08,1.22,3.0,1.18,1.33,2.0,2.2,1.62,2.2,1.62,1.06,10.0,1.08,8.50,1.1,7.0,1.16,5.30,1.3,3.4,1.33,3.25,1.46,2.75,1.87,1.93,2.0,1.8,2.30,1.60,2.6,1.5,3.90,1.25,3.4,1.3,3.75,1.25,5.3,1.16,6.20,1.12,7.0,1.1,8.00,1.08,0.0,0.0,0,0,15.0,1.03,17.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.13,6.0,1.27,3.55,1.11,6.6,1.52,2.42,0.0,0.0,2.02,1.77,0.0,0.0,2.75,1.43,0.0,0.0,3.9,1.24,0.0,0.0,5.75,1.14,0.0,0.0,10.0,17.0,41.0,101.0,5.5,8.0,23.0,67.0,6.0,8.5,21.0,67.0,9.0,13.0,29.0,81.0,351.0,251.0,251.0,351.0,19.0,23.0,51.0,151.0,301.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,2015-11-17,12:00,AFRICA - WORLD CUP,2018,Ghana,Comoros,QUALIFICATION ,1,0,2,0,1.3,3.6,23.0,1.3,3.5,34.0,1.22,4.0,1.22,4.0,0.0,0.0,0,0,2.1,1.67,2.1,1.67,0.0,0.0,0,0,4.5,1.18,4.5,1.18,1.05,13.0,26.0,1.08,8.0,23.0,1.01,1.08,8.0,1.01,1.08,8.0,4.5,1.18,3.4,1.3,1.03,15.0,1.03,15.0,0.0,0.0,0,0,1.13,6.0,1.14,5.50,1.18,4.9,1.22,4.30,1.44,2.7,1.48,2.60,1.64,2.25,1.76,2.06,2.0,1.73,2.10,1.67,2.8,1.44,3.10,1.37,3.4,1.3,3.50,1.29,5.2,1.16,6.00,1.13,6.5,1.11,7.00,1.10,0.0,0.0,0,0,13.0,1.04,13.0,1.04,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1.02,17.0,0.0,0.0,0.0,0.0,1.1,6.9,0.0,0.0,1.15,5.5,0.0,0.0,1.27,3.55,0.0,0.0,1.5,2.5,0.0,0.0,1.8,2.0,0.0,0.0,15.0,41.0,151.0,0.0,8.0,29.0,67.0,301.0,5.5,21.0,81.0,351.0,4.5,19.0,81.0,351.0,0.0,0.0,0.0,0.0,5.5,21.0,101.0,301.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,2015-11-17,12:00,AFRICA - WORLD CUP,2018,Nigeria,Eswatini,QUALIFICATION ,0,0,2,0,1.4,3.2,19.0,1.44,2.88,21.0,1.22,4.0,1.36,3.00,0.0,0.0,0,0,2.0,1.73,2.63,1.44,0.0,0.0,0,0,4.33,1.2,7.00,1.10,1.14,7.0,21.0,1.13,7.0,17.0,1.02,1.11,6.0,1.02,1.11,6.0,2.38,1.53,4.33,1.2,1.03,15.0,1.07,9.50,1.09,7.3,1.11,6.80,1.13,6.0,1.25,3.75,1.25,3.8,1.62,2.30,1.44,2.7,2.05,1.75,1.92,1.87,3.20,1.36,2.0,1.73,3.25,1.33,3.35,1.3,6.80,1.10,3.4,1.3,6.00,1.13,0.0,0.0,0,0,6.5,1.11,13.00,1.04,0.0,0.0,0,0,13.0,1.04,23.00,1.01,0.0,0.0,0,0,23.0,1.01,23.0,1.01,0.0,0.0,0,0,0.0,0.0,0,0,1.02,17.0,0.0,0.0,0.0,0.0,1.16,5.25,0.0,0.0,1.3,3.35,0.0,0.0,1.5,2.5,0.0,0.0,1.83,1.98,0.0,0.0,2.3,1.6,0.0,0.0,15.0,41.0,101.0,301.0,9.0,13.0,51.0,151.0,6.0,12.0,34.0,126.0,6.0,12.0,41.0,101.0,251.0,251.0,251.0,301.0,8.0,15.0,41.0,151.0,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,2015-11-17,12:30,ASIA - WORLD CUP,2018,Yemen,Uzbekistan,QUALIFICATION ,0,2,1,3,15.0,2.63,1.57,7.5,2.25,2.0,1.33,3.25,1.30,3.40,0.0,0.0,0,0,2.63,1.44,2.50,1.50,0.0,0.0,0,0,6.5,1.11,6.00,1.13,15.0,7.0,1.17,6.0,4.2,1.44,5.5,1.11,1.04,2.63,1.22,1.13,3.5,1.29,3.25,1.33,1.06,10.0,1.05,11.00,1.04,8.3,1.08,6.60,1.25,3.75,1.22,4.00,1.37,3.0,1.54,2.30,1.8,2.0,2.00,1.80,2.35,1.57,2.75,1.39,3.0,1.36,2.75,1.40,4.65,1.18,5.60,1.11,5.5,1.14,5.00,1.17,0.0,0.0,0,0,13.0,1.04,11.00,1.05,0.0,0.0,0,0,23.0,1.01,21.00,1.02,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,13.0,1.04,0.0,0.0,6.9,1.1,0.0,0.0,4.4,1.2,0.0,0.0,3.0,1.38,0.0,0.0,2.25,1.63,0.0,0.0,1.73,2.08,0.0,0.0,1.43,2.75,10.0,6.0,4.5,5.5,21.0,15.0,15.0,15.0,81.0,41.0,51.0,67.0,501.0,251.0,201.0,351.0,8.0,23.0,81.0,401.0,401.0,501.0,501.0,501.0,551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
